ParkID,ACTIVITY
Wenatchee_Confluence,CAMPING
Wenatchee_Confluence,BIRD
Wenatchee_Confluence,BALL
Wenatchee_Confluence,BOATING
Wenatchee_Confluence,FISHING
Wenatchee_Confluence,SWIMMING
Wenatchee_Confluence,WSKIING
Wenatchee_Confluence,PLAYGROUND
Westport_Light,BEACH
Westport_Light,BIRD
Westport_Light,FISHING
Westport_Light,INTERP
Westport_Light,HIKING
Yakima_Sportsman,CAMPING
Yakima_Sportsman,BIRD
Yakima_Sportsman,BALL
Yakima_Sportsman,FISHING
Yakima_Sportsman,PLAYGROUND
Yakima_Sportsman,HIKING
Steptoe_Butte,BIRD
Steptoe_Butte,VTOUR
Westhaven,BEACH
Westhaven,BIRD
Westhaven,BOATING_NM
Westhaven,FISHING
Westhaven,SCUBA
Westhaven,SWIMMING
Westhaven,HIKING
Potholes,CAMPING
Potholes,BOATING
Potholes,BIRD
Potholes,FISHING
Potholes,SWIMMING
Potholes,WSKIING
